"name","orig.ident","nCount_RNA","nFeature_RNA","percent.mito","percent.mt","seurat_clusters","neuron_cluster"
"hypothalamus-JM-3_DB5463_N1","hypothalamus-JM-3",3935,2080,0.009656925,0.965692503,6,NA
"hypothalamus-JM-3_DB2294_N1","hypothalamus-JM-3",7751,3131,0.002580312,0.258031222,10,NA
"hypothalamus-JM-3_DB9180_N1","hypothalamus-JM-3",7308,2973,0.004378763,0.4378763,11,11
"hypothalamus-JM-3_DB7262_N1","hypothalamus-JM-3",10804,4125,0.00166605,0.166604961,1,1
"hypothalamus-JM-3_DB340_N1","hypothalamus-JM-3",6398,2769,0.001250391,0.125039075,7,0
"hypothalamus-JM-3_DB2263_N1","hypothalamus-JM-3",6936,3053,0.031574394,3.157439446,6,NA
"hypothalamus-JM-3_DB7800_N1","hypothalamus-JM-3",5635,2598,0.021472937,2.1472937,1,7
"hypothalamus-JM-3_DB3603_N1","hypothalamus-JM-3",4853,2441,0.02616938,2.616937977,6,NA
"hypothalamus-JM-3_DB2749_N1","hypothalamus-JM-3",13308,4297,0.001878569,0.187856928,0,0
"hypothalamus-JM-3_DB2698_N2","hypothalamus-JM-3",6218,2513,0.002573175,0.257317465,2,NA
"hypothalamus-JM-3_DB5757_N1","hypothalamus-JM-3",5130,2493,0.02202729,2.202729045,6,NA
"hypothalamus-JM-3_DB4296_N1","hypothalamus-JM-3",6023,2631,0.187614146,18.76141458,6,NA
"hypothalamus-JM-3_DB2957_N1","hypothalamus-JM-3",6084,2866,0.006574622,0.657462196,6,NA
"hypothalamus-JM-3_DB8851_N1","hypothalamus-JM-3",9782,3954,0.029441832,2.944183194,6,NA
"hypothalamus-JM-3_DB7651_N1","hypothalamus-JM-3",6029,2586,0.024216288,2.421628794,6,NA
"hypothalamus-JM-3_DB6331_N1","hypothalamus-JM-3",4936,2159,0.002228525,0.222852512,2,NA
"hypothalamus-JM-3_DB1588_N1","hypothalamus-JM-3",12709,4475,0.038004564,3.80045637,6,NA
"hypothalamus-JM-3_DB6167_N1","hypothalamus-JM-3",15416,4867,0.001686559,0.168655942,0,0
"hypothalamus-JM-3_DB7520_N1","hypothalamus-JM-3",12506,4258,0.003278426,0.327842636,3,0
"hypothalamus-JM-3_DB9062_N1","hypothalamus-JM-3",4508,2005,0.007763975,0.776397516,2,NA
"hypothalamus-JM-3_DB3347_N1","hypothalamus-JM-3",3438,1756,0.002036067,0.203606748,8,NA
"hypothalamus-JM-3_DB1741_N2","hypothalamus-JM-3",14815,4327,0.001147486,0.114748566,7,1
"hypothalamus-JM-3_DB7518_N1","hypothalamus-JM-3",5754,2412,0.00486618,0.486618005,1,7
"hypothalamus-JM-3_DB9056_N1","hypothalamus-JM-3",4535,2080,0.00154355,0.154355017,10,NA
"hypothalamus-JM-3_DB7782_N1","hypothalamus-JM-3",4929,2054,0.005072023,0.507202272,2,NA
"hypothalamus-JM-3_DB1814_N1","hypothalamus-JM-3",10319,3999,0.001744355,0.174435507,1,1
"hypothalamus-JM-3_DB2002_N2","hypothalamus-JM-3",12493,4271,0.014167934,1.416793404,14,NA
"hypothalamus-JM-3_DB4773_N1","hypothalamus-JM-3",18261,5525,0.012157056,1.215705602,14,NA
"hypothalamus-JM-3_DB4640_N1","hypothalamus-JM-3",3210,1687,0.009968847,0.996884735,14,NA
"hypothalamus-JM-3_DB1462_N1","hypothalamus-JM-3",10342,3791,0.007735448,0.773544769,14,NA
"hypothalamus-JM-3_DB6240_N2","hypothalamus-JM-3",8152,2969,0.043670265,4.367026497,14,NA
"hypothalamus-JM-3_DB1145_N1","hypothalamus-JM-3",5936,2581,0.009433962,0.943396226,14,NA
"hypothalamus-JM-3_DB8372_N1","hypothalamus-JM-3",9573,3809,0.008461297,0.84612974,14,NA
"hypothalamus-JM-3_DB4314_N1","hypothalamus-JM-3",14514,4563,0.021083092,2.108309219,14,NA
"hypothalamus-JM-3_DB1022_N1","hypothalamus-JM-3",3369,1740,0.023152271,2.31522707,14,NA
"hypothalamus-JM-3_DB1491_N1","hypothalamus-JM-3",5310,2428,0.012241055,1.224105461,14,NA
"hypothalamus-JM-3_DB1546_N1","hypothalamus-JM-3",16129,4945,0.010602021,1.06020212,14,NA
"hypothalamus-JM-3_DB7680_N1","hypothalamus-JM-3",5558,2380,0.021050738,2.105073768,14,NA
"hypothalamus-JM-3_DB2077_N1","hypothalamus-JM-3",18036,5820,0.009924595,0.992459525,14,NA
"hypothalamus-JM-3_DB4427_N1","hypothalamus-JM-3",13374,4445,0.017272319,1.727231943,14,NA
"hypothalamus-JM-3_DB5794_N1","hypothalamus-JM-3",8637,3610,0.018293389,1.829338891,14,NA
"hypothalamus-JM-3_DB9154_N1","hypothalamus-JM-3",7803,3392,0.018326285,1.832628476,14,NA
"hypothalamus-JM-3_DB4688_N2","hypothalamus-JM-3",19935,5410,0.015851517,1.585151743,14,NA
"hypothalamus-JM-3_DB5580_N1","hypothalamus-JM-3",12912,4356,0.026254647,2.625464684,14,NA
"hypothalamus-JM-3_DB2162_N1","hypothalamus-JM-3",4027,1839,0.010181276,1.018127638,14,NA
"hypothalamus-JM-3_DB6690_N1","hypothalamus-JM-3",4172,2043,0.009587728,0.958772771,14,NA
"hypothalamus-JM-3_DB3980_N1","hypothalamus-JM-3",9589,3711,0.037021587,3.702158724,14,NA
"hypothalamus-JM-3_DB498_N1","hypothalamus-JM-3",9027,3853,0.01085632,1.085631993,14,NA
"hypothalamus-JM-3_DB973_N1","hypothalamus-JM-3",4996,2328,0.011809448,1.180944756,14,NA
"hypothalamus-JM-3_DB236_N1","hypothalamus-JM-3",2498,1371,0.09367494,9.367493995,14,NA
"hypothalamus-JM-3_DB9227_N1","hypothalamus-JM-3",11407,4186,0.0317349,3.173489962,14,NA
"hypothalamus-JM-3_DB5336_N1","hypothalamus-JM-3",10552,3617,0.038760425,3.876042456,14,NA
"hypothalamus-JM-3_DB4739_N1","hypothalamus-JM-3",7480,3077,0.013101604,1.310160428,14,NA
"hypothalamus-JM-3_DB8100_N1","hypothalamus-JM-3",15176,4642,0.015023722,1.502372167,14,NA
"hypothalamus-JM-3_DB6033_N1","hypothalamus-JM-3",9270,3896,0.013160734,1.316073355,14,NA
"hypothalamus-JM-3_DB4169_N1","hypothalamus-JM-3",9095,3602,0.025398571,2.539857064,14,NA
"hypothalamus-JM-3_DB1809_N1","hypothalamus-JM-3",6905,3154,0.007096307,0.709630702,14,NA
"hypothalamus-JM-3_DB8720_N1","hypothalamus-JM-3",2870,1474,0.003135889,0.31358885,2,NA
"hypothalamus-JM-3_DB4807_N1","hypothalamus-JM-3",16344,5654,0.009911894,0.991189427,14,NA
"hypothalamus-JM-3_DB2049_N1","hypothalamus-JM-3",8804,3533,0.017719219,1.771921854,14,NA
"hypothalamus-JM-3_DB8875_N1","hypothalamus-JM-3",3253,1659,0.012296342,1.229634184,14,NA
"hypothalamus-JM-3_DB6462_N1","hypothalamus-JM-3",2888,1440,0.009695291,0.969529086,9,NA
"hypothalamus-JM-3_DB8304_N1","hypothalamus-JM-3",7888,3419,0.006719067,0.671906694,14,NA
"hypothalamus-JM-3_DB6714_N1","hypothalamus-JM-3",9975,3942,0.010927318,1.09273183,14,NA
"hypothalamus-JM-3_DB8070_N1","hypothalamus-JM-3",15375,4890,0.00201626,0.201626016,4,14
"hypothalamus-JM-3_DB4315_N1","hypothalamus-JM-3",13680,5423,0.018201754,1.820175439,6,NA
"hypothalamus-JM-3_DB3939_N1","hypothalamus-JM-3",2431,1279,0.012751954,1.275195393,14,NA
"hypothalamus-JM-3_DB8761_N1","hypothalamus-JM-3",12786,4586,0.010636634,1.063663382,14,NA
"hypothalamus-JM-3_DB7086_N1","hypothalamus-JM-3",5894,2477,0.00542925,0.542925008,2,NA
"hypothalamus-JM-3_DB7981_N1","hypothalamus-JM-3",13241,4611,0.015029076,1.502907635,14,NA
"hypothalamus-JM-3_DB2661_N1","hypothalamus-JM-3",6862,2380,0.041970271,4.197027106,14,NA
"hypothalamus-JM-3_DB2395_N1","hypothalamus-JM-3",2630,1477,0.015589354,1.558935361,6,NA
"hypothalamus-JM-3_DB7079_N1","hypothalamus-JM-3",3930,1993,0.006361323,0.636132316,11,11
"hypothalamus-JM-3_DB4656_N1","hypothalamus-JM-3",4607,2373,0.008248318,0.824831778,6,NA
"hypothalamus-JM-3_DB5956_N1","hypothalamus-JM-3",13098,4487,0.001679646,0.167964575,0,0
"hypothalamus-JM-3_DB9003_N1","hypothalamus-JM-3",3457,1678,0.004049754,0.404975412,10,NA
"hypothalamus-JM-3_DB1945_N1","hypothalamus-JM-3",2791,1341,0.002149767,0.214976711,2,NA
"hypothalamus-JM-3_DB7756_N1","hypothalamus-JM-3",6064,2726,0.001484169,0.148416887,0,0
"hypothalamus-JM-3_DB6389_N1","hypothalamus-JM-3",3331,1828,0.051936355,5.193635545,6,NA
"hypothalamus-JM-3_DB8459_N1","hypothalamus-JM-3",12507,3743,0.003198209,0.3198209,5,NA
"hypothalamus-JM-3_DB2904_N1","hypothalamus-JM-3",14429,4972,0.004920646,0.492064592,9,NA
"hypothalamus-JM-3_DB2883_N1","hypothalamus-JM-3",11382,4149,0.001142154,0.114215428,0,0
"hypothalamus-JM-3_DB7105_N1","hypothalamus-JM-3",5589,2307,0.09429236,9.429235999,2,NA
"hypothalamus-JM-3_DB4152_N1","hypothalamus-JM-3",2638,1153,0.004169826,0.416982563,7,3
"hypothalamus-JM-3_DB2575_N1","hypothalamus-JM-3",14693,4696,0.001088954,0.108895392,1,1
"hypothalamus-JM-3_DB3917_N1","hypothalamus-JM-3",13166,5001,0.006076257,0.607625703,4,14
"hypothalamus-JM-3_DB8339_N1","hypothalamus-JM-3",3392,1648,0.002948113,0.294811321,2,NA
"hypothalamus-JM-3_DB6629_N1","hypothalamus-JM-3",5660,2707,0.038869258,3.886925795,6,NA
"hypothalamus-JM-3_DB3027_N1","hypothalamus-JM-3",5608,2520,0.004636234,0.463623395,8,NA
"hypothalamus-JM-3_DB5975_N1","hypothalamus-JM-3",3911,1928,0.005369471,0.536947072,4,8
"hypothalamus-JM-3_DB2155_N1","hypothalamus-JM-3",6217,2463,0.002895287,0.289528712,4,10
"hypothalamus-JM-3_DB9356_N1","hypothalamus-JM-3",2775,1319,0.003243243,0.324324324,2,NA
"hypothalamus-JM-3_DB6518_N1","hypothalamus-JM-3",3060,1620,0.02254902,2.254901961,2,NA
"hypothalamus-JM-3_DB870_N1","hypothalamus-JM-3",11333,4060,0.001852996,0.185299568,9,NA
"hypothalamus-JM-3_DB9351_N1","hypothalamus-JM-3",6598,2548,0.003789027,0.378902698,2,NA
"hypothalamus-JM-3_DB1752_N1","hypothalamus-JM-3",5305,2838,0.009236569,0.923656927,6,NA
"hypothalamus-JM-3_DB3778_N1","hypothalamus-JM-3",2860,1408,0.001748252,0.174825175,10,NA
"hypothalamus-JM-3_DB2405_N1","hypothalamus-JM-3",4378,1984,0.002740978,0.274097762,2,NA
"hypothalamus-JM-3_DB1704_N1","hypothalamus-JM-3",9357,3668,0.007267287,0.726728652,0,3
"hypothalamus-JM-3_DB7441_N1","hypothalamus-JM-3",8049,3376,0.002236303,0.223630265,1,1
"hypothalamus-JM-3_DB5744_N1","hypothalamus-JM-3",4704,2352,0.00212585,0.212585034,0,2
"hypothalamus-JM-3_DB6442_N1","hypothalamus-JM-3",7901,3060,0.00506265,0.50626503,3,13
"hypothalamus-JM-3_DB9221_N1","hypothalamus-JM-3",2890,1430,0.001384083,0.138408304,5,NA
"hypothalamus-JM-3_DB5524_N1","hypothalamus-JM-3",6966,2836,0.001435544,0.143554407,1,1
"hypothalamus-JM-3_DB2451_N1","hypothalamus-JM-3",4135,2084,0.018137848,1.813784764,2,NA
"hypothalamus-JM-3_DB6055_N1","hypothalamus-JM-3",6104,2788,0.001965924,0.196592398,0,3
"hypothalamus-JM-3_DB4271_N1","hypothalamus-JM-3",8845,3424,0.002374223,0.237422272,1,1
"hypothalamus-JM-3_DB186_N1","hypothalamus-JM-3",6231,2457,0.001604879,0.160487883,13,NA
"hypothalamus-JM-3_DB2472_N1","hypothalamus-JM-3",11060,4377,0.003164557,0.316455696,3,12
"hypothalamus-JM-3_DB3009_N1","hypothalamus-JM-3",3060,1450,0.002287582,0.22875817,5,NA
"hypothalamus-JM-3_DB163_N1","hypothalamus-JM-3",13559,4550,0.001327532,0.132753153,3,9
"hypothalamus-JM-3_DB208_N1","hypothalamus-JM-3",4691,2048,0.003837135,0.383713494,2,NA
"hypothalamus-JM-3_DB3640_N1","hypothalamus-JM-3",3160,1610,0.004113924,0.411392405,0,0
"hypothalamus-JM-3_DB6105_N1","hypothalamus-JM-3",5622,2651,0.016542156,1.654215582,8,NA
"hypothalamus-JM-3_DB4335_N1","hypothalamus-JM-3",8993,3396,0.002001557,0.200155677,0,4
"hypothalamus-JM-3_DB9263_N1","hypothalamus-JM-3",5988,2798,0.003674015,0.36740147,0,4
"hypothalamus-JM-3_DB3261_N1","hypothalamus-JM-3",4104,1932,0.003411306,0.341130604,8,NA
"hypothalamus-JM-3_DB6822_N1","hypothalamus-JM-3",5362,2435,0.003729952,0.372995151,1,5
"hypothalamus-JM-3_DB760_N2","hypothalamus-JM-3",11952,4017,0.00167336,0.167336011,1,6
"hypothalamus-JM-3_DB7950_N1","hypothalamus-JM-3",5573,2413,0.002691549,0.269154854,2,NA
"hypothalamus-JM-3_DB7704_N1","hypothalamus-JM-3",8709,3145,0.004248479,0.424847859,1,4
"hypothalamus-JM-3_DB4913_N1","hypothalamus-JM-3",5878,2693,0.003232392,0.323239197,1,7
"hypothalamus-JM-3_DB8115_N1","hypothalamus-JM-3",4740,2266,0.001687764,0.168776371,0,0
"hypothalamus-JM-3_DB4056_N2","hypothalamus-JM-3",10273,3574,0.003309647,0.330964665,0,13
"hypothalamus-JM-3_DB8692_N1","hypothalamus-JM-3",16438,4780,0.002311717,0.231171675,0,1
"hypothalamus-JM-3_DB407_N1","hypothalamus-JM-3",5229,2460,0.023331421,2.333142092,6,NA
"hypothalamus-JM-3_DB1037_N1","hypothalamus-JM-3",2599,1362,0.003847634,0.384763371,12,NA
"hypothalamus-JM-3_DB1392_N1","hypothalamus-JM-3",10332,3951,0.028745645,2.87456446,6,NA
"hypothalamus-JM-3_DB3810_N1","hypothalamus-JM-3",6354,2665,0.006137866,0.613786591,3,13
"hypothalamus-JM-3_DB293_N1","hypothalamus-JM-3",9352,3839,0.040846878,4.084687767,6,NA
"hypothalamus-JM-3_DB884_N1","hypothalamus-JM-3",10042,3619,0.002091217,0.209121689,0,0
"hypothalamus-JM-3_DB460_N1","hypothalamus-JM-3",14864,5101,0.003431109,0.343110872,4,10
"hypothalamus-JM-3_DB3583_N1","hypothalamus-JM-3",9602,3825,0.005415538,0.541553843,0,2
"hypothalamus-JM-3_DB1851_N1","hypothalamus-JM-3",4353,2078,0.01699977,1.699977027,6,NA
"hypothalamus-JM-3_DB7566_N1","hypothalamus-JM-3",5201,2278,0.002114978,0.211497789,1,0
"hypothalamus-JM-3_DB3380_N2","hypothalamus-JM-3",10565,3925,0.002177,0.217699953,11,11
"hypothalamus-JM-3_DB8139_N1","hypothalamus-JM-3",4873,2552,0.002872974,0.287297353,13,NA
"hypothalamus-JM-3_DB5001_N1","hypothalamus-JM-3",8289,3342,0.001206418,0.120641814,1,1
"hypothalamus-JM-3_DB7377_N1","hypothalamus-JM-3",12377,4781,0.003070211,0.307021088,12,NA
"hypothalamus-JM-3_DB2952_N1","hypothalamus-JM-3",14903,4668,0.001476213,0.147621284,7,0
"hypothalamus-JM-3_DB6234_N1","hypothalamus-JM-3",2658,1426,0.005643341,0.564334086,2,NA
"hypothalamus-JM-3_DB8578_N1","hypothalamus-JM-3",6689,2700,0.013155928,1.315592764,2,NA
"hypothalamus-JM-3_DB6523_N1","hypothalamus-JM-3",2500,1313,0.0036,0.36,2,NA
"hypothalamus-JM-3_DB2539_N1","hypothalamus-JM-3",9555,3614,0.001988488,0.19884877,0,0
"hypothalamus-JM-3_DB2867_N1","hypothalamus-JM-3",11655,4552,0.025225225,2.522522523,6,NA
"hypothalamus-JM-3_DB1377_N1","hypothalamus-JM-3",5492,2995,0.00418791,0.418790969,0,0
"hypothalamus-JM-3_DB182_N1","hypothalamus-JM-3",5894,2444,0.002035969,0.203596878,1,6
"hypothalamus-JM-3_DB9388_N1","hypothalamus-JM-3",10356,3893,0.001931248,0.193124759,1,1
"hypothalamus-JM-3_DB4486_N1","hypothalamus-JM-3",2863,1380,0.00349284,0.349283968,2,NA
"hypothalamus-JM-3_DB4232_N1","hypothalamus-JM-3",7412,3031,0.001349164,0.134916352,0,0
"hypothalamus-JM-3_DB3248_N1","hypothalamus-JM-3",3532,1858,0.015288788,1.528878822,6,NA
"hypothalamus-JM-3_DB6541_N1","hypothalamus-JM-3",3701,1768,0.005133748,0.513374764,8,NA
"hypothalamus-JM-3_DB8208_N1","hypothalamus-JM-3",11450,4308,0.002969432,0.296943231,2,NA
"hypothalamus-JM-3_DB1289_N1","hypothalamus-JM-3",9564,3407,0.001568381,0.156838143,1,4
"hypothalamus-JM-3_DB4839_N1","hypothalamus-JM-3",5284,2530,0.005488266,0.548826646,1,1
"hypothalamus-JM-3_DB4_N1","hypothalamus-JM-3",8512,3697,0.002702068,0.270206767,8,NA
"hypothalamus-JM-3_DB9187_N1","hypothalamus-JM-3",8833,3393,0.011547606,1.154760557,0,0
"hypothalamus-JM-3_DB8261_N1","hypothalamus-JM-3",10025,4002,0.002793017,0.279301746,3,9
"hypothalamus-JM-3_DB1951_N1","hypothalamus-JM-3",7817,2924,0.001918895,0.191889472,3,3
"hypothalamus-JM-3_DB6910_N1","hypothalamus-JM-3",8797,3992,0.001705127,0.170512675,1,1
"hypothalamus-JM-3_DB3924_N1","hypothalamus-JM-3",5009,2564,0.001996406,0.199640647,0,0
"hypothalamus-JM-3_DB4948_N1","hypothalamus-JM-3",3676,1655,0.001360174,0.13601741,0,6
"hypothalamus-JM-3_DB6856_N1","hypothalamus-JM-3",4748,2106,0.00126369,0.126368997,1,4
"hypothalamus-JM-3_DB439_N1","hypothalamus-JM-3",3704,1872,0.00512959,0.512958963,8,NA
"hypothalamus-JM-3_DB716_N1","hypothalamus-JM-3",3925,2153,0.006369427,0.636942675,0,2
"hypothalamus-JM-3_DB2169_N1","hypothalamus-JM-3",3523,1764,0.004541584,0.454158388,2,NA
"hypothalamus-JM-3_DB5611_N1","hypothalamus-JM-3",3071,1420,0.015304461,1.530446109,2,NA
"hypothalamus-JM-3_DB9000_N1","hypothalamus-JM-3",8062,3322,0.002108658,0.21086579,0,0
"hypothalamus-JM-3_DB3357_N1","hypothalamus-JM-3",3523,1670,0.00283849,0.283848992,0,3
"hypothalamus-JM-3_DB6441_N1","hypothalamus-JM-3",10095,3850,0.00188212,0.188211986,0,2
"hypothalamus-JM-3_DB1694_N1","hypothalamus-JM-3",5309,2607,0.002260313,0.226031268,4,10
"hypothalamus-JM-3_DB4623_N1","hypothalamus-JM-3",7559,2965,0.003439608,0.343960841,2,NA
"hypothalamus-JM-3_DB5118_N1","hypothalamus-JM-3",5205,1947,0.00192123,0.192122959,5,NA
"hypothalamus-JM-3_DB3767_N1","hypothalamus-JM-3",7606,3133,0.003681304,0.368130423,3,3
"hypothalamus-JM-3_DB4262_N1","hypothalamus-JM-3",12576,4553,0.002385496,0.238549618,1,0
"hypothalamus-JM-3_DB7869_N1","hypothalamus-JM-3",6195,2913,0.001614205,0.1614205,0,13
"hypothalamus-JM-3_DB3011_N1","hypothalamus-JM-3",10350,4204,0.00173913,0.173913043,0,1
"hypothalamus-JM-3_DB496_N1","hypothalamus-JM-3",3350,1623,0.031641791,3.164179104,10,NA
"hypothalamus-JM-3_DB8728_N1","hypothalamus-JM-3",14147,4960,0.001413727,0.141372729,11,11
"hypothalamus-JM-3_DB7334_N1","hypothalamus-JM-3",9433,3516,0.001484151,0.148415138,0,0
"hypothalamus-JM-3_DB7630_N1","hypothalamus-JM-3",11854,4378,0.001855914,0.185591362,10,NA
"hypothalamus-JM-3_DB6778_N2","hypothalamus-JM-3",11222,4036,0.001782214,0.178221351,7,0
"hypothalamus-JM-3_DB5150_N1","hypothalamus-JM-3",6098,2702,0.004591669,0.45916694,3,9
"hypothalamus-JM-3_DB3445_N2","hypothalamus-JM-3",9554,3629,0.0023027,0.230270044,0,0
"hypothalamus-JM-3_DB3202_N1","hypothalamus-JM-3",3601,1636,0.004998611,0.49986115,2,NA
"hypothalamus-JM-3_DB3143_N1","hypothalamus-JM-3",5268,2472,0.005884586,0.588458618,13,NA
"hypothalamus-JM-3_DB9193_N1","hypothalamus-JM-3",6985,2663,0.002863278,0.286327845,2,NA
"hypothalamus-JM-3_DB8868_N1","hypothalamus-JM-3",8469,3375,0.002007321,0.200732082,0,0
"hypothalamus-JM-3_DB2541_N1","hypothalamus-JM-3",6675,3042,0.002996255,0.299625468,0,0
"hypothalamus-JM-3_DB1251_N1","hypothalamus-JM-3",11938,4035,0.009046741,0.90467415,9,NA
"hypothalamus-JM-3_DB1283_N2","hypothalamus-JM-3",8308,3257,0.00264805,0.264805007,4,10
"hypothalamus-JM-3_DB1755_N2","hypothalamus-JM-3",8243,3341,0.003396822,0.339682155,4,14
"hypothalamus-JM-3_DB1434_N1","hypothalamus-JM-3",11025,4152,0.00154195,0.154195011,12,NA
"hypothalamus-JM-3_DB961_N2","hypothalamus-JM-3",12909,4917,0.018049423,1.804942288,6,NA
"hypothalamus-JM-3_DB8355_N1","hypothalamus-JM-3",13981,5247,0.011944782,1.19447822,6,NA
"hypothalamus-JM-3_DB6542_N1","hypothalamus-JM-3",6025,2843,0.002157676,0.215767635,0,0
"hypothalamus-JM-3_DB8064_N1","hypothalamus-JM-3",2906,1407,0.00550585,0.550584997,5,NA
"hypothalamus-JM-3_DB3667_N1","hypothalamus-JM-3",3698,1957,0.001622499,0.162249865,13,NA
"hypothalamus-JM-3_DB1478_N1","hypothalamus-JM-3",7497,3183,0.004134987,0.413498733,1,5
"hypothalamus-JM-3_DB7308_N1","hypothalamus-JM-3",9722,3853,0.003805801,0.380580128,1,1
"hypothalamus-JM-3_DB6661_N1","hypothalamus-JM-3",10082,3859,0.010513787,1.051378695,1,6
"hypothalamus-JM-3_DB4506_N1","hypothalamus-JM-3",9410,4147,0.005207226,0.520722635,4,14
"hypothalamus-JM-3_DB9339_N1","hypothalamus-JM-3",4377,1883,0.001827736,0.182773589,5,NA
"hypothalamus-JM-3_DB3889_N1","hypothalamus-JM-3",11356,4073,0.01171187,1.171187038,11,11
"hypothalamus-JM-3_DB1409_N1","hypothalamus-JM-3",8859,3586,0.001467434,0.146743425,3,3
"hypothalamus-JM-3_DB7527_N1","hypothalamus-JM-3",4687,1994,0.004480478,0.448047792,2,NA
"hypothalamus-JM-3_DB6176_N1","hypothalamus-JM-3",9787,3796,0.001226116,0.122611628,1,6
"hypothalamus-JM-3_DB3359_N1","hypothalamus-JM-3",17502,5746,0.005142269,0.514226945,12,NA
"hypothalamus-JM-3_DB5777_N1","hypothalamus-JM-3",3535,1768,0.008486563,0.848656294,6,NA
"hypothalamus-JM-3_DB3584_N1","hypothalamus-JM-3",2488,1369,0.007636656,0.763665595,2,NA
"hypothalamus-JM-3_DB3725_N1","hypothalamus-JM-3",14358,4711,0.001184009,0.118400891,0,0
"hypothalamus-JM-3_DB6937_N1","hypothalamus-JM-3",3666,1762,0.081560284,8.156028369,8,NA
"hypothalamus-JM-3_DB7826_N1","hypothalamus-JM-3",12843,4491,0.001245815,0.124581484,1,1
"hypothalamus-JM-3_DB7568_N1","hypothalamus-JM-3",3419,1940,0.012576777,1.257677684,0,3
"hypothalamus-JM-3_DB7557_N1","hypothalamus-JM-3",8734,3358,0.001602931,0.160293107,0,0
"hypothalamus-JM-3_DB7613_N1","hypothalamus-JM-3",3047,1555,0.009189367,0.918936659,8,NA
"hypothalamus-JM-3_DB6853_N1","hypothalamus-JM-3",3883,1883,0.009528715,0.952871491,4,8
"hypothalamus-JM-3_DB5526_N1","hypothalamus-JM-3",10976,4088,0.002277697,0.227769679,4,10
"hypothalamus-JM-3_DB7993_N1","hypothalamus-JM-3",11352,4350,0.003523608,0.352360817,3,9
"hypothalamus-JM-3_DB5878_N1","hypothalamus-JM-3",4379,2168,0.001141813,0.11418132,1,7
"hypothalamus-JM-3_DB2982_N1","hypothalamus-JM-3",10502,4224,0.028470767,2.847076747,6,NA
"hypothalamus-JM-3_DB7505_N1","hypothalamus-JM-3",17811,6040,0.004491606,0.449160631,14,NA
"hypothalamus-JM-3_DB2485_N1","hypothalamus-JM-3",8153,3139,0.001594505,0.159450509,0,4
"hypothalamus-JM-3_DB4718_N1","hypothalamus-JM-3",3545,1825,0.001692525,0.169252468,0,2
"hypothalamus-JM-3_DB8268_N2","hypothalamus-JM-3",16760,5195,0.002983294,0.298329356,0,5
"hypothalamus-JM-3_DB8928_N1","hypothalamus-JM-3",6629,2552,0.121436114,12.1436114,10,NA
"hypothalamus-JM-3_DB522_N1","hypothalamus-JM-3",3891,1970,0.00308404,0.308404009,2,NA
"hypothalamus-JM-3_DB4160_N1","hypothalamus-JM-3",15048,5107,0.002392344,0.23923445,1,1
"hypothalamus-JM-3_DB423_N1","hypothalamus-JM-3",18335,5478,0.003599673,0.359967276,1,6
"hypothalamus-JM-3_DB1006_N1","hypothalamus-JM-3",3935,2123,0.002795426,0.279542567,0,4
"hypothalamus-JM-3_DB2802_N1","hypothalamus-JM-3",7156,2556,0.001397429,0.139742873,5,NA
"hypothalamus-JM-3_DB249_N1","hypothalamus-JM-3",10162,4017,0.003148986,0.314898642,1,5
"hypothalamus-JM-3_DB9144_N1","hypothalamus-JM-3",4509,2113,0.090263917,9.026391661,8,NA
"hypothalamus-JM-3_DB6995_N1","hypothalamus-JM-3",4836,2240,0.004342432,0.434243176,4,8
"hypothalamus-JM-3_DB458_N1","hypothalamus-JM-3",8031,3235,0.026397709,2.639770888,1,6
"hypothalamus-JM-3_DB1543_N1","hypothalamus-JM-3",11287,4130,0.00141756,0.141756002,0,0
"hypothalamus-JM-3_DB2941_N1","hypothalamus-JM-3",11333,4100,0.002382423,0.238242301,7,2
"hypothalamus-JM-3_DB1416_N1","hypothalamus-JM-3",11378,4227,0.126472139,12.64721392,6,NA
"hypothalamus-JM-3_DB7636_N1","hypothalamus-JM-3",11650,4202,0.001888412,0.188841202,1,5
"hypothalamus-JM-3_DB8220_N1","hypothalamus-JM-3",8937,3463,0.002685465,0.268546492,3,3
"hypothalamus-JM-3_DB8251_N1","hypothalamus-JM-3",4111,1767,0.005594746,0.55947458,2,NA
"hypothalamus-JM-3_DB7721_N1","hypothalamus-JM-3",7371,3169,0.002713336,0.271333605,1,6
"hypothalamus-JM-3_DB7343_N1","hypothalamus-JM-3",16946,4767,0.067803611,6.780361147,2,NA
"hypothalamus-JM-3_DB5838_N1","hypothalamus-JM-3",7901,3226,0.00303759,0.303759018,0,5
"hypothalamus-JM-3_DB2338_N1","hypothalamus-JM-3",10522,3857,0.002471013,0.247101312,3,2
"hypothalamus-JM-3_DB3966_N1","hypothalamus-JM-3",2569,1303,0.004281822,0.428182172,5,NA
"hypothalamus-JM-3_DB279_N1","hypothalamus-JM-3",2968,1595,0.003032345,0.303234501,0,3
"hypothalamus-JM-3_DB7077_N1","hypothalamus-JM-3",6185,2711,0.002910267,0.291026677,1,1
"hypothalamus-JM-3_DB8496_N1","hypothalamus-JM-3",12431,4509,0.004907087,0.490708712,10,NA
"hypothalamus-JM-3_DB305_N1","hypothalamus-JM-3",17439,5220,0.001949653,0.194965308,1,0
"hypothalamus-JM-3_DB9321_N1","hypothalamus-JM-3",7554,3236,0.003839026,0.383902568,3,3
